id,advertiser_id,type,title,description,affiliate_url,image_url,photographer_author,created_at,sort_order,featured,advertiser_name
d4a9c492-7859-4fb2-8cf7-89d21673a690,cc28f048-85a8-4a33-832f-8493bf2b2131,book,"{""en"":""Resurrecting Jane de La Vaudère""}","{""en"":""Resurrecting Jane de La Vaudère: Literary Shapeshifter of the Belle Époque — Paperback (Aug 27, 2024). Sharon Larson's study recovering the life, persona, and literary influence of Jane de La Vaudère, with biography and critical analysis.""}",https://amzn.to/4pPUVKc,https://gdzqgrfitiixbhlhppef.supabase.co/storage/v1/object/public/store-public-images/la-vaudere/books/la-vaudere-resurrecting-jane-de-la-vaudere_book.webp,Jane de La Vaudère,2026-05-22 22:47:24.40834+00,0,false,Amazon
d70faafe-ec98-4e4e-a4bf-5292e77ed4b9,b8998170-2ecb-47f6-b475-292d24957784,print,"{""en"":""Streamlined Silver Form — Nautilus""}","{""en"":""Streamlined Silver Form — Nautilus by Edward Weston. Fine Art America reproduction available as prints and decor for collectors.""}",https://fineartamerica.com/featured/streamlined-silver-formnautilus-edward-weston.html,https://gdzqgrfitiixbhlhppef.supabase.co/storage/v1/object/public/store-public-images/edward-weston/prints/edward-weston-streamlined-silver-form_print.webp,Edward Weston,2026-05-22 22:47:31.30113+00,0,false,Fine Art America
d743ad19-513e-49c0-b9c2-804229a7f383,c488af7e-a783-446f-8bbc-08680fd4789e,framing,"{""en"":""Wooden Frame""}","{""en"":""Elegant custom frames with wooden finish.""}",https://tidd.ly/49gWif4,https://cdn.mosaic.photography/advertisers/product_images/white-wall/whitewall_woodframe.webp,,2026-05-25 14:18:48.18641+00,0,false,White Wall
d78ac77e-c803-4e67-8900-81882f8e4362,b8998170-2ecb-47f6-b475-292d24957784,print,"{""en"":""Taormina""}","{""en"":""Taormina (c.1926) by Baron Wilhelm von Gloeden — vintage portrait available as museum-quality fine art prints and home decor.""}",https://fineartamerica.com/featured/taormina-2-c1926-vintage-photo-baron-wilhelm-von-gloeden.html,https://gdzqgrfitiixbhlhppef.supabase.co/storage/v1/object/public/store-public-images/wilhelm-von-gloeden/prints/wilhelm-von-gloeden-taormina-2-c1926_print.webp,Baron Wilhelm Von Gloeden,2026-05-22 22:47:34.283044+00,0,false,Fine Art America
dbbd3d48-6cb1-4477-8046-5ecb7a93615d,b8998170-2ecb-47f6-b475-292d24957784,print,"{""en"":""Nu Feminin, Etude""}","{""en"":""Nu Feminin, Etude, c1850 — vintage photograph by Felix Jacques Antoine Moulin (uploaded Feb 10, 2023). Available as museum-quality prints and wall art.""}",https://fineartamerica.com/featured/2-nu-feminin-etude-c1850-vintage-photo-felix-jacques-antoine-moulin.html,https://gdzqgrfitiixbhlhppef.supabase.co/storage/v1/object/public/store-public-images/jaques-moulin/prints/moulin_a-moorish-woman-with-her-maid_year-1856_horizontal_mixed-genders_bw_not-nude_w400.webp,Felix Jacques Moulin,2026-05-22 22:47:23.38583+00,0,false,Fine Art America
dd859aae-7b80-4b66-8349-3ed64766588c,cc28f048-85a8-4a33-832f-8493bf2b2131,book,"{""en"":""Paris. Das Gesicht der Stadte""}","{""en"":""Paris. Das Gesicht der Stadte — Hardcover (First German edition, 1928) by Mario v. Bucovich; essay by Paul Morand. Landmark visual study of Paris with historic photographs and contextual essays; a key volume for enthusiasts of interwar urban photography.""}",https://amzn.to/44ZrDk2,https://gdzqgrfitiixbhlhppef.supabase.co/storage/v1/object/public/store-public-images/von-bucovic/books/von-bucovic-paris_book.webp,Mario von Bucovich,2026-05-22 22:47:28.806042+00,0,false,Amazon
f5a11cfa-a7aa-473c-a453-2fe718669ec6,cc28f048-85a8-4a33-832f-8493bf2b2131,book,"{""en"":""The Demi-Sexes and The Androgynes""}","{""en"":""The Demi-Sexes and The Androgynes — Paperback (June 12, 2018). Two novels by Jane de La Vaudère presented in English for the first time in Brian Stableford's translation; provocative fin-de-siècle fiction exploring transgressive themes.""}",https://amzn.to/3KMtCS2,https://gdzqgrfitiixbhlhppef.supabase.co/storage/v1/object/public/store-public-images/la-vaudere/books/la-vaudere-the-demi-sexes-and-the-androgynes_book.webp,Jane de La Vaudère,2026-05-22 22:47:24.901981+00,0,false,Amazon
f7460a91-572c-46b8-b078-d9735c7698a2,b8998170-2ecb-47f6-b475-292d24957784,print,"{""en"":""The Torso""}","{""en"":""The Torso (1909) - a haunting photogravure that celebrates form and atmosphere. High-quality fine art prints and home pieces bring this intimate Stieglitz image into your space.""}",https://fineartamerica.com/featured/the-torso-1909-photogravure-alfred-white-clarence-stieglitz.html,https://gdzqgrfitiixbhlhppef.supabase.co/storage/v1/object/public/store-public-images/alfred-stieglitz/prints/alfred-white-clarence-stieglitz-the-torso-1909-photogravure_print.webp,Alfred Stieglitz,2026-05-22 22:47:37.730896+00,0,false,Fine Art America
f9be8eea-3750-46be-89ad-ff8e2a32064e,1d2ed7d2-2e5a-4b96-b86c-9f85939b9efa,print,"{""en"":""Custom Four-Panel Print""}","{""en"":""Create your own personalized collage using your favorite images. High-quality oversized printing.""}",https://tidd.ly/4wWl0eM,https://cdn.mosaic.photography/advertisers/product_images/big-wall-decor/custom-photo-collage_not-nude.webp,,2026-05-28 17:01:30.907914+00,0,false,Big Wall Décor
fb90a510-123f-4a87-a2fc-05c0ae352aea,cc28f048-85a8-4a33-832f-8493bf2b2131,book,"{""en"":""Clarence H. White and His World: The Art and Craft of Photography""}","{""en"":""Clarence H. White and His World: The Art and Craft of Photography, 1895–1925 — Restoring a gifted art photographer to his place in the American canon and, in the process, reshaping and expanding our understanding of early 20th-century American photography. Clarence H. White (1871–1925) was one of the most influential art photographers and teachers of the early 20th century and a founding member of the Photo-Secession. This beautiful publication offers a new appraisal of White’s contributions, including his groundbreaking aesthetic experiments, his commitment to the ideals of American socialism, and his embrace of the expanding fields of photographic book and fashion illustration, celebrity portraiture, and advertising. Based on extensive archival research, the book challenges the idea of an abrupt rupture between prewar, soft-focus idealizing.""}",https://amzn.to/4pMubKY,https://gdzqgrfitiixbhlhppef.supabase.co/storage/v1/object/public/store-public-images/hudson-white/books/clarence-hudson-white-and-his-world-art-and-craft_book.webp,Clarence Hudson White,2026-05-22 22:47:17.069234+00,0,false,Amazon
